codice_articolo,famiglia,capitolo,sottocapitolo,descrizione,unita_misura,prezzo_senza_sg_ut,spese_generali,oneri_sicurezza_impresa,utile_impresa,prezzo_finale,quota_manodopera,incidenza_manodopera
SAR24_PF.0001.0003.0088,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE RETTANGOLARE DI PREAVVISO DI BIVIO di dimensione cm 150x200 eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della  pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione con pellicola rifrangente di classe 2",cad.,1249.74332,187.4615,2.81192,143.72048,1580.93,70.05175,4.43%
SAR24_PF.0001.0003.0089,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE RETTANGOLARE DI INTGRAZIONE cm 27x80 eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente, dato in opera comprese le staffe e i collari di fissaggio palo-cartello in alluminio complete di bulloneria e dispositivo anti rotazione con pellicola rifrangente di classe 1",cad.,96.38921,14.45838,0.21688,11.08476,121.93,6.73375,5.52%
SAR24_PF.0001.0003.0090,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE RETTANGOLARE DI INTGRAZIONE cm 27x80 eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente, dato in opera comprese le staffe e i collari di fissaggio palo-cartello in alluminio complete di bulloneria e dispositivo anti rotazione con pellicola rifrangente di classe 2",cad.,109.58271,16.43741,0.24656,12.60201,138.62,6.73375,4.86%
SAR24_PF.0001.0003.0091,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALIMITE STRADALE IN PLASTICA, omologato di tipo EUROPEO, altezza cm 135, di colore bianco e nero, completo di due catadiottri rifrangenti, dato in opera compreso lo scavo, il rinterro e l’inserimento dello spinotto antisfilamento",cad.,27.42524,4.11379,0.06171,3.1539,34.69,2.9874,8.61%
SAR24_PF.0001.0003.0092,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE CONTINUE DA 15 cm nell’ambito di interventi che interessino una superficie complessiva verniciata non inferiore a 500 mq",m,2.2222,0.33333,0.005,0.25555,2.81,0.16414,5.84%
SAR24_PF.0001.0003.0093,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE CONTINUE DA 15 cm nell’ambito di interventi che interessino una superficie complessiva verniciata compresa tra 150 e 500 mq",m,2.87215,0.43082,0.00646,0.3303,3.63,0.31895,8.78%
SAR24_PF.0001.0003.0094,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE CONTINUE DA 15 cm nell’ambito di interventi che interessino una superficie complessiva verniciata inferiore ai 150 mq",m,3.65205,0.54781,0.00822,0.41999,4.62,0.5047,10.92%
SAR24_PF.0001.0003.0095,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE CONTINUE DA 12 cm nell’ambito di interventi che interessino una superficie complessiva verniciata non inferiore a 500 mq",m,1.90774,0.28616,0.00429,0.21939,2.41,0.16227,6.72%
SAR24_PF.0001.0003.0096,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE CONTINUE DA 12 cm nell’ambito di interventi che interessino una superficie complessiva verniciata compresa tra 150 e 500 mq",m,2.55769,0.38365,0.00575,0.29413,3.24,0.31708,9.80%
SAR24_PF.0001.0003.0097,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE CONTINUE DA 12 cm nell’ambito di interventi che interessino una superficie complessiva verniciata inferiore ai 150 mq",m,3.33759,0.50064,0.00751,0.38382,4.22,0.50283,11.91%
SAR24_PF.0001.0003.0098,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE TRATTEGGIATE DA 15 cm (misurata per lo sviluppo vuoto per pieno) nell’ambito di interventi che interessino una superficie complessiva verniciata non inferiore a 500 mq",m,1.43606,0.21541,0.00323,0.16515,1.82,0.15947,8.78%
SAR24_PF.0001.0003.0099,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE TRATTEGGIATE DA 15 cm (misurata per lo sviluppo vuoto per pieno) nell’ambito di interventi che interessino una superficie complessiva verniciata compresa tra 150 e 500 mq",m,2.08601,0.3129,0.00469,0.23989,2.64,0.31428,11.91%
SAR24_PF.0001.0003.0100,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE TRATTEGGIATE DA 15 cm (misurata per lo sviluppo vuoto per pieno) nell’ambito di interventi che interessino una superficie complessiva verniciata inferiore ai 150 mq",m,2.86591,0.42989,0.00645,0.32958,3.63,0.50003,13.79%
SAR24_PF.0001.0003.0101,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE TRATTEGGIATE DA 12 cm (misurata per lo sviluppo vuoto per pieno) nell’ambito di interventi che interessino una superficie complessiva verniciata non inferiore a 500 mq",m,1.43606,0.21541,0.00323,0.16515,1.82,0.15947,8.78%
SAR24_PF.0001.0003.0102,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE TRATTEGGIATE DA 12 cm (misurata per lo sviluppo vuoto per pieno) nell’ambito di interventi che interessino una superficie complessiva verniciata compresa tra 150 e 500 mq",m,2.08601,0.3129,0.00469,0.23989,2.64,0.31428,11.91%
SAR24_PF.0001.0003.0103,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per STRISCE TRATTEGGIATE DA 12 cm (misurata per lo sviluppo vuoto per pieno) nell’ambito di interventi che interessino una superficie complessiva verniciata inferiore ai 150 mq",m,2.86591,0.42989,0.00645,0.32958,3.63,0.50003,13.79%
SAR24_PF.0001.0003.0104,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per PASSAGGI PEDONALI, ZEBRATE, STRISCE D’ARRESTO (valutati per superficie netta verniciata) e per STOP, FRECCE DIREZIONALI, SCRITTE (valutati per la superficie vuoto per pieno del minimo rettangolo circoscritto) eseguita nell’ambito di interventi che interessino una superficie complessiva verniciata di almeno 450 mq",m²,15.68129,2.35219,0.03528,1.80335,19.84,1.30065,6.56%
SAR24_PF.0001.0003.0105,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per PASSAGGI PEDONALI, ZEBRATE, STRISCE D’ARRESTO (valutati per superficie netta verniciata) e per STOP, FRECCE DIREZIONALI, SCRITTE (valutati per la superficie vuoto per pieno del minimo rettangolo circoscritto) eseguita nell’ambito di interventi che interessino una superficie complessiva verniciata compresa tra 150 e 450 mq",m²,17.63107,2.64466,0.03967,2.02757,22.3,1.76505,7.91%
SAR24_PF.0001.0003.0106,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per PASSAGGI PEDONALI, ZEBRATE, STRISCE D’ARRESTO (valutati per superficie netta verniciata) e per STOP, FRECCE DIREZIONALI, SCRITTE (valutati per la superficie vuoto per pieno del minimo rettangolo circoscritto) eseguita nell’ambito di interventi che interessino una superficie complessiva verniciata inferiore ai 150 mq",m²,31.2796,4.69194,0.07038,3.59715,39.57,5.01588,12.68%
SAR24_PF.0001.0003.0107,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per DELIMITAZIONE PARCHEGGI eseguita nell’ambito di interventi che interessino una superficie complessiva verniciata di almeno 500 mq",m²,3.00212,0.45032,0.00675,0.34524,3.8,0.3499,9.21%
SAR24_PF.0001.0003.0108,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALETICA STRADALE ORIZZONTALE eseguita con vernice spartitraffico rifrangente, bianca o gialla, in opera per DELIMITAZIONE PARCHEGGI eseguita nell’ambito di interventi che interessino una superficie complessiva verniciata compresa tra 150 e 500 mq",m²,4.43198,0.6648,0.00997,0.50968,5.61,0.69047,12.32%
SAR24_PF.0001.0003.0109,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","""Fornitura e posa in opera di conglomerato bituminoso prodotto a caldo del tipo """"TAPPETO DI USURA cm 3 A CAMPIONE"""" eseguito con idonea attrezzatura, da realizzarsi in MASSIMO DUE CENTRI ABITATI; Voce da applicarsi su quantità minima di produzione 75 mq. La suddetta lavorazione è utilizzata per la finitura di riparazioni Condotte idriche, fognarie, gas e linee elettriche e telefoniche e tutti gli ALLACCI ricadenti lungo linea. Nel prezzo sono comprese e compensate le seguenti lavorazioni e oneri: - Fornitura e posa in opera di emulsione bituminosa per ancoraggio al fondo esistente; - Fornitura e posa in opera di """"TAPPETO DI USURA"""" con spessore medio di cm 3, steso a mano o con vibrofinitrice meccanica; La lavorazione è da eseguirsi su Fresature già realizzate ed inoltre è compresa la mano d'opera e le attrezzature necessarie per dare la lavorazione completa e finita a regola d'arte.""",m²,39.57433,5.93615,0.08904,4.55105,50.06,13.83167,27.63%
SAR24_PF.0001.0003.0110,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","""Fornitura e posa in opera di conglomerato bituminoso prodotto a caldo del tipo """"TAPPETO USURA ALLACCI CM 3 DA 0.60 A 1.00 MT"""" eseguito con idonea attrezzatura, da realizzarsi in UN UNICO CENTRO ABITATO per un massimo di 3 STRADE e per larghezze comprese tra 0.60 ed 1.00 mt; Voce da applicarsi su quantità minima di produzione 75 mq. La suddetta lavorazione è utilizzata ESCLUSIVAMENTE per la finitura di allacci idrici, fognari, gas e linee elettriche e telefoniche. Nel prezzo sono comprese e compensate le seguenti lavorazioni e oneri: - Fornitura e posa in opera di emulsione bituminosa per ancoraggio al fondo esistente; - Fornitura e posa in opera di """"TAPPETO DI USURA"""" della larghezza variabile tra 0.60 ed 1.00 mt, con spessore medio di cm 3, steso a mano o con vibrofinitrice meccanica; La lavorazione è da eseguirsi su Fresature già realizzate ed inoltre è compresa la mano d'opera e le attrezzature necessarie per dare la lavorazione completa e finita a regola d'arte.""",m²,32.6786,4.90179,0.07353,3.75804,41.34,9.3774,22.68%
SAR24_PF.0001.0003.0111,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","""Fornitura e posa in opera di conglomerato bituminoso prodotto a caldo del tipo """"TAPPETO DI USURA CONDOTTE PRINCIPALI CM 3"""" eseguito con idonea attrezzatura, da realizzarsi in UN UNICO CENTRO ABITATO per un  massimo di 4 STRADE e per larghezze variabili da 1.00 mt a 2 mt; Voce da applicarsi su quantità minima di produzione 300 mq. La suddetta lavorazione è utilizzata per la finitura di Condotte idriche, fognarie, gas e linee elettriche e telefoniche e tutti gli ALLACCI ricadenti lungo linea. Nel prezzo sono comprese e compensate le seguenti lavorazioni e oneri: - Fornitura e posa in opera di emulsione bituminosa per ancoraggio al fondo esistente; - Fornitura e posa in opera di """"TAPPETO DI USURA"""" della larghezza variabile da 1.00 mt a 2 mt, con spessore medio di cm 3, steso a mano o con vibrofinitrice meccanica; La lavorazione è da eseguirsi su Fresature già realizzate ed inoltre è compresa la mano d'opera e le attrezzature necessarie per dare la lavorazione completa e finita a regola d'arte.""",m²,22.96052,3.44408,0.05166,2.64046,29.05,2.0444,7.04%
SAR24_PF.0001.0003.0112,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","""Fornitura e posa in opera di conglomerato bituminoso prodotto a caldo del tipo """"TAPPETO DI USURA CM 3 SU MARCIAPIEDI"""" eseguito con idonea attrezzatura, da realizzarsi in UN UNICO CENTRO ABITATO per un  massimo di 4 STRADE e per larghezze da 1.00 mt a 2,00 mt; Voce da applicarsi su quantità minima di produzione 300 mq. La suddetta lavorazione è utilizzata per la finitura di Condotte idriche, fognarie, gas e linee elettriche e telefoniche e tutti gli ALLACCI ricadenti lungo linea. Nel prezzo sono comprese e compensate le seguenti lavorazioni e oneri: - Fornitura e posa in opera di emulsione bituminosa per ancoraggio al fondo esistente; - Fornitura e posa in opera di """"TAPPETO DI USURA"""" della larghezza variabile da 1.00 mt a 2,00 mt, con spessore medio di cm 3, steso a mano o con vibrofinitrice meccanica; La lavorazione è da eseguirsi su Fresature già realizzate ed inoltre è compresa la mano d'opera e le attrezzature necessarie per dare la lavorazione completa e finita a regola d'arte.""",m²,28.17951,4.22693,0.0634,3.24064,35.65,6.44697,18.09%
SAR24_PF.0001.0003.0113,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","""Fornitura e posa in opera di conglomerato bituminoso prodotto a caldo del tipo """"TAPPETO DI USURA CM 3 A TUTTA SEZIONE STRADALE"""" eseguito con idonea attrezzatura, da realizzarsi in UN UNICO CENTRO ABITATO a tutta sezione stradale; Voce da applicarsi su quantità minima di produzione 500 mq. La suddetta lavorazione è utilizzata per rifacimento di sede stradale a tutta sezione. Nel prezzo sono comprese e compensate le seguenti lavorazioni e oneri: - Fornitura e posa in opera di emulsione bituminosa per ancoraggio al fondo esistente; - Fornitura e posa in opera di """"TAPPETO DI USURA"""" a tutta sezione stradale, con spessore medio di cm 3, steso a mano o con vibrofinitrice meccanica; La lavorazione è da eseguirsi su Fresature già realizzate ed inoltre è compresa la mano d'opera e le attrezzature necessarie per dare la lavorazione completa e finita a regola d'arte.""",m²,10.45201,1.5678,0.02352,1.20198,13.22,0.05861,0.44%
SAR24_PF.0001.0003.0114,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","""Sovraprezzo per la fornitura e posa in opera di cm 1 oltre i primi cm 3 di conglomerato bituminoso prodotto a caldo del tipo """"TAPPETINO DI USURA A CAMPIONE"""" eseguito con idonea attrezzatura, da realizzarsi in MASSIMO DUE CENTRI ABITATI; Voce da applicarsi su quantità minima di produzione 75 mq. La suddetta lavorazione è utilizzata per la finitura di riparazioni Condotte idriche, fognarie, gas e linee elettriche e telefoniche e tutti gli ALLACCI ricadenti lungo linea. Nel prezzo sono comprese e compensate le seguenti lavorazioni e oneri: - Fornitura e posa in opera di emulsione bituminosa per ancoraggio al fondo esistente; - Fornitura e posa in opera di """"TAPPETO DI USURA"""" con spessore medio di cm 1 oltre i primi cm 3, steso a mano o con vibrofinitrice meccanica; La lavorazione è da eseguirsi su Fresature già realizzate ed inoltre è compresa la mano d'opera e le attrezzature necessarie per dare la lavorazione completa e finita a regola d'arte.""",m²,12.40092,1.86014,0.0279,1.42611,15.69,5.8885,37.54%
