codice_analisi,codice_elemento,quantita,prezzo_unitario,importo
SAR24_PR.0067.0004.0004,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura liscia extra bianca. bordo ribassato per posa seminascosta - spessore 20 mm
SAR24_PR.0067.0004.0005,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura liscia extra bianca. bordo per posa nascosta - spessore 22 mm
SAR24_PR.0067.0004.0006,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura liscia colorata. bordo dritto per posa a vista - spessore 20 mm
SAR24_PR.0067.0004.0007,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura liscia colorata. bordo ribassato per posa seminascosta - spessore 20 mm
SAR24_PR.0067.0004.0008,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura liscia colorata. bordo per posa nascosta - spessore 22 mm
SAR24_PR.0067.0004.0009,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura effetto legno. bordo dritto per posa a vista - spessore 20 mm
SAR24_PR.0067.0004.0010,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia resistenti ai carichi da sfondellamento. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura liscia extra bianca. bordo dritto per posa a vista - spessore 40 mm
SAR24_PR.0067.0004.0011,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia resistenti ai carichi da sfondellamento. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura liscia colorata. bordo dritto per posa a vista - spessore 40 mm
SAR24_PR.0067.0004.0012,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia resistenti agli urti. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 1200x600 mm. finitura bianca. bordo dritto per posa a vista - spessore 20 mm
SAR24_PR.0067.0004.0013,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia resistenti agli urti. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 1.00; stabile fino al 100% di UR Dimensioni 1200x600 mm. finitura bianca. bordo dritto per posa a vista - spessore 40 mm
SAR24_PR.0067.0004.0014,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia lavabili certificati HACCP. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 0.95; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura bianca micro testurizzata. classe ISO 4. bordo dritto per posa a vista - spessore 20 mm
SAR24_PR.0067.0004.0015,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia lavabili certificati HACCP. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 0.95; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura liscia extra bianca. classe ISO 3. bordo dritto per posa a vista - spessore 20 mm
SAR24_PR.0067.0004.0016,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia lavabili certificati HACCP. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 0.95; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura bianca micro testurizzato idrorepellente. classe ISO 4. bordo dritto per posa a vista - spessore 20 mm
SAR24_PR.0067.0004.0017,PR,CONTROSOFFITTI,Controsoffitto con pannelli in lana di roccia rispondente ai CAM,Controsoffitto modulare ispezionabile in pannelli in lana di roccia lavabili certificati HACCP. rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1; Pannello con elevate caratteristiche di assorbimento acustico in Classe A secondo norma EN ISO 11654. ?w: 0.95; stabile fino al 100% di UR Dimensioni 600x600 mm. finitura bianca resistente all’aria e all’acqua. classe ISO 2. bordo dritto per posa a vista - spessore 25 mm
SAR24_PR.0067.0005.0001,PR,CONTROSOFFITTI,Isole e baffle acustiche,Isola acustica in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. forma quadrata 1160x1160x40 mm
SAR24_PR.0067.0005.0002,PR,CONTROSOFFITTI,Isole e baffle acustiche,Isola acustica in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. forma rettangolare 1160x580x40 mm
SAR24_PR.0067.0005.0003,PR,CONTROSOFFITTI,Isole e baffle acustiche,Isola acustica in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. forma rettangolare 1760x1160x40 mm
SAR24_PR.0067.0005.0004,PR,CONTROSOFFITTI,Isole e baffle acustiche,Isola acustica in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. forma rettangolare 2360x1160x40 mm
SAR24_PR.0067.0005.0005,PR,CONTROSOFFITTI,Isole e baffle acustiche,Isola acustica in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. forma circolare 800x800x40 mm
SAR24_PR.0067.0005.0006,PR,CONTROSOFFITTI,Isole e baffle acustiche,Isola acustica in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. forma circolare 1160x1160x40 mm
SAR24_PR.0067.0005.0007,PR,CONTROSOFFITTI,Isole e baffle acustiche,Isola acustica in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. forma triangolare 1160x1160x40 mm
SAR24_PR.0067.0005.0008,PR,CONTROSOFFITTI,Isole e baffle acustiche,Isola acustica in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura colorata liscia e opaca. forma quadrata 1160x1160x40 mm
SAR24_PR.0067.0005.0009,PR,CONTROSOFFITTI,Isole e baffle acustiche,Isola acustica in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura colorata liscia e opaca. circolare 1160x1160x40 mm
SAR24_PR.0067.0005.0010,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. 1200x300x50 mm. senza cornici
SAR24_PR.0067.0005.0011,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. 1200x600x50 mm. senza cornici
SAR24_PR.0067.0005.0012,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. 1200x300x50 mm. cornice su 4 lati
SAR24_PR.0067.0005.0013,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. 1200x450x50 mm. cornice su 4 lati
SAR24_PR.0067.0005.0014,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. 1200x600x50 mm. cornice su 4 lati
SAR24_PR.0067.0005.0015,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. 1200x300x50 mm. cornice su 2 lati
SAR24_PR.0067.0005.0016,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. 1200x450x50 mm. cornice su 2 lati
SAR24_PR.0067.0005.0017,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura liscia opaca. colore bianco. 1200x600x50 mm. cornice su 2 lati
SAR24_PR.0067.0005.0018,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura colorata liscia e opaca. 1200x300x50 mm. cornice su 4 lati
SAR24_PR.0067.0005.0019,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura colorata liscia e opaca. 1200x450x50 mm. cornice su 4 lati
SAR24_PR.0067.0005.0020,PR,CONTROSOFFITTI,Isole e baffle acustiche,Baffle acustiche in lana di roccia rispondenti ai CAM Reazione al fuoco Euroclasse A1 secondo norma europea EN 13501-1 Assorbimento acustico in Classe A secondo norma EN ISO 11654. stabile fino al 100% di UR Finitura colorata liscia e opaca. 1200x600x50 mm. cornice su 4 lati
SAR24_PR.0068.0001.0001,PR,FRANGISOLE,Frangisole,"""FRANGISOLE COMPOSTO DA DOGHE PIANE RICAVATE DA NASTRO DI ALLUMINIO PREVERNICIATO A FUOCO. passo 06 mm. larghezza 84 mm. altezza 16 mm. profilate con sezione a """"C"""" a bordi arrotondati. colore corrente secondo campionario. completo di traversine modulari con incastri portadoghe in alluminio smaltato a fuoco colore bianco passo69 mm"""
SAR24_PR.0068.0001.0002,PR,FRANGISOLE,Frangisole,"""FRANGISOLE COMPOSTO DA DOGHE PIANE RICAVATE DA NASTRO DI ALLUMINIO PREVERNICIATO A FUOCO. passo 06 mm. larghezza 84 mm. altezza 16 mm. profilate con sezione a """"C"""" a bordi arrotondati. colore corrente secondo campionario. completo di traversine modulari con incastri portadoghe in alluminio smaltato a fuoco colore bianco passo 74 mm"""
SAR24_PR.0068.0001.0003,PR,FRANGISOLE,Frangisole,"""FRANGISOLE COMPOSTO DA DOGHE PIANE RICAVATE DA NASTRO DI ALLUMINIO PREVERNICIATO A FUOCO. passo 06 mm. larghezza 84 mm. altezza 16 mm. profilate con sezione a """"C"""" a bordi arrotondati. colore corrente secondo campionario. completo di traversine modulari con incastri portadoghe in alluminio smaltato a fuoco colore bianco passo 86 mm"""
SAR24_PR.0069.0001.0001,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base circolare fissa senza apertura luce netta diametro 45 cm
SAR24_PR.0069.0001.0002,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base circolare fissa senza apertura luce netta diametro 70 cm
SAR24_PR.0069.0001.0003,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base circolare fissa senza apertura luce netta diametro 80 cm
SAR24_PR.0069.0001.0004,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base circolare fissa senza apertura luce netta diametro 95 cm
SAR24_PR.0069.0001.0005,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base circolare fissa senza apertura luce netta diametro 100 cm
SAR24_PR.0069.0001.0006,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base circolare fissa senza apertura luce netta diametro 120 cm
SAR24_PR.0069.0001.0007,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base circolare fissa senza apertura luce netta diametro 155 cm
SAR24_PR.0069.0001.0008,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base circolare fissa senza apertura luce netta diametro 170 cm
SAR24_PR.0069.0001.0009,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base circolare fissa senza apertura luce netta diametro 200 cm
SAR24_PR.0069.0001.0010,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base quadrata fissa senza apertura luce netta 45x45 cm
SAR24_PR.0069.0001.0011,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base quadrata fissa senza apertura luce netta 70x70 cm
SAR24_PR.0069.0001.0012,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base quadrata fissa senza apertura luce netta 80x80 cm
SAR24_PR.0069.0001.0013,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base quadrata fissa senza apertura luce netta 95x95 cm
SAR24_PR.0069.0001.0014,PR,CUPOLE ACRILICHE,A parete semplice,CUPOLA IN METACRILATO A PARETE SEMPLICE CON FORMA A VELA di colore neutro trasparente o bianco opale diffusore. composta da una base quadrata fissa senza apertura luce netta 100x100 cm
